query_file,tables_match_exact,jaccard_similarity,W_tables,Wprime_tables,only_in_W,only_in_Wprime,W_n_tables,Wprime_n_tables,W_join_count,gen_status
q44.sql,False,0.0,rank,lineitem|part,rank,lineitem|part,1,2,1,ok
q45.sql,False,0.111,customer|customer_address|date_dim|item|web_sales,customer|lineitem|nation|orders|supplier,customer_address|date_dim|item|web_sales,lineitem|nation|orders|supplier,5,5,4,ok
q46.sql,False,0.0,ca_city|customer_address|date_dim|household_demographics|ss_customer_sk|store|sum,customer|lineitem|nation|orders|part|partsupp|region|supplier,ca_city|customer_address|date_dim|household_demographics|ss_customer_sk|store|sum,customer|lineitem|nation|orders|part|partsupp|region|supplier,7,8,8,timeout
q47.sql,False,0.0,date_dim|item|store|store_sales,customer|nation|orders|region,date_dim|item|store|store_sales,customer|nation|orders|region,4,4,3,ok
q48.sql,False,0.0,customer_address|customer_demographics|date_dim|store|store_sales,customer|lineitem|nation|orders|region,customer_address|customer_demographics|date_dim|store|store_sales,customer|lineitem|nation|orders|region,5,5,4,ok
q49.sql,False,0.0,catalog_returns|currency_ratio|rank|return_ratio|store_returns|web|web_returns,customer|lineitem|nation|orders|part|partsupp|region|supplier,catalog_returns|currency_ratio|rank|return_ratio|store_returns|web|web_returns,customer|lineitem|nation|orders|part|partsupp|region|supplier,7,8,10,timeout
q50.sql,False,0.0,date_dim|store|store_returns|store_sales,customer|lineitem|nation|orders|region,date_dim|store|store_returns|store_sales,customer|lineitem|nation|orders|region,4,5,4,ok
q51.sql,False,0.0,date_dim|store_v1|web_sales,customer|lineitem|orders,date_dim|store_v1|web_sales,customer|lineitem|orders,3,3,2,ok
q52.sql,False,0.0,date_dim|item|store_sales,customer|nation|orders,date_dim|item|store_sales,customer|nation|orders,3,3,2,ok
q53.sql,False,0.0,avg|date_dim|store|store_sales|sum,lineitem|nation|orders|partsupp|region|supplier,avg|date_dim|store|store_sales|sum,lineitem|nation|orders|partsupp|region|supplier,5,6,5,ok
q54.sql,False,0.071,cs_bill_customer_sk|cs_item_sk|customer|date_dim|item|ws_bill_customer_sk|ws_item_sk,customer|lineitem|nation|orders|part|partsupp|region|supplier,cs_bill_customer_sk|cs_item_sk|date_dim|item|ws_bill_customer_sk|ws_item_sk,lineitem|nation|orders|part|partsupp|region|supplier,7,8,7,timeout
q55.sql,False,0.0,date_dim|item|store_sales,lineitem|orders|supplier,date_dim|item|store_sales,lineitem|orders|supplier,3,3,2,ok
q56.sql,False,0.0,customer_address|date_dim|item|store_sales,customer|lineitem|nation|orders,customer_address|date_dim|item|store_sales,customer|lineitem|nation|orders,4,4,3,ok
q57.sql,False,0.0,call_center|catalog_sales|date_dim|item,lineitem|part|partsupp|supplier,call_center|catalog_sales|date_dim|item,lineitem|part|partsupp|supplier,4,4,3,ok
q58.sql,False,0.0,date_dim|item|store_sales,customer|nation|orders,date_dim|item|store_sales,customer|nation|orders,3,3,2,ok
q59.sql,False,0.0,date_dim|store_sales,customer|orders,date_dim|store_sales,customer|orders,2,2,1,ok
q60.sql,False,0.0,customer_address|date_dim|item|store_sales,customer|nation|orders|region,customer_address|date_dim|item|store_sales,customer|nation|orders|region,4,4,3,ok
q61.sql,False,0.0,customer|customer_address|date_dim|item|promotion|store,lineitem|nation|orders|part|partsupp|region|supplier,customer|customer_address|date_dim|item|promotion|store,lineitem|nation|orders|part|partsupp|region|supplier,6,7,6,ok
q62.sql,False,0.0,date_dim|ship_mode|web_sales|web_site,customer|lineitem|nation|orders|part|partsupp|region|supplier,date_dim|ship_mode|web_sales|web_site,customer|lineitem|nation|orders|part|partsupp|region|supplier,4,8,7,timeout
q63.sql,False,0.0,avg|date_dim|store|store_sales|sum,customer|lineitem|nation|orders|region|supplier,avg|date_dim|store|store_sales|sum,customer|lineitem|nation|orders|region|supplier,5,6,5,ok
q64.sql,False,0.0,catalog_returns|catalog_sales,lineitem|part,catalog_returns|catalog_sales,lineitem|part,2,2,1,ok
q65.sql,False,0.0,avg|date_dim|item|ss_item_sk|store|sum,customer|lineitem|nation|orders|part|region|supplier,avg|date_dim|item|ss_item_sk|store|sum,customer|lineitem|nation|orders|part|region|supplier,6,7,6,ok
q66.sql,False,0.0,barian|d_year|date_dim|ship_mode|sum|time_dim|w_city|w_country|w_county|w_state|w_warehouse_sq_ft|warehouse,customer|lineitem|nation|orders|part|partsupp|region|supplier,barian|d_year|date_dim|ship_mode|sum|time_dim|w_city|w_country|w_county|w_state|w_warehouse_sq_ft|warehouse,customer|lineitem|nation|orders|part|partsupp|region|supplier,12,8,36,timeout
q67.sql,False,0.0,d_moy|d_qoy|d_year|i_brand|i_class|i_product_name|rank|s_store_id|sumsales,customer|lineitem|nation|orders|part|partsupp|region|supplier,d_moy|d_qoy|d_year|i_brand|i_class|i_product_name|rank|s_store_id|sumsales,customer|lineitem|nation|orders|part|partsupp|region|supplier,9,8,9,ok
q68.sql,False,0.0,ca_city|customer_address|date_dim|household_demographics|ss_customer_sk|store|sum,customer|lineitem|nation|orders|part|partsupp|region|supplier,ca_city|customer_address|date_dim|household_demographics|ss_customer_sk|store|sum,customer|lineitem|nation|orders|part|partsupp|region|supplier,7,8,9,timeout
q69.sql,False,0.0,customer|customer_address|customer_demographics,lineitem|partsupp|supplier,customer|customer_address|customer_demographics,lineitem|partsupp|supplier,3,3,2,error
q70.sql,False,0.0,date_dim|store|store_sales,lineitem|orders|part,date_dim|store|store_sales,lineitem|orders|part,3,3,2,ok
q71.sql,False,0.0,date_dim|item|ws_item_sk|ws_sold_date_sk|ws_sold_time_sk,customer|nation|orders|partsupp|region|supplier,date_dim|item|ws_item_sk|ws_sold_date_sk|ws_sold_time_sk,customer|nation|orders|partsupp|region|supplier,5,6,5,ok
q72.sql,False,0.0,catalog_returns|catalog_sales|customer_demographics|date_dim|household_demographics|inventory|item|promotion|warehouse,customer|lineitem|nation|orders|part|partsupp|region|supplier,catalog_returns|catalog_sales|customer_demographics|date_dim|household_demographics|inventory|item|promotion|warehouse,customer|lineitem|nation|orders|part|partsupp|region|supplier,9,8,10,ok
q73.sql,False,0.0,count|date_dim|household_demographics|ss_customer_sk|store,customer|nation|part|partsupp|region|supplier,count|date_dim|household_demographics|ss_customer_sk|store,customer|nation|part|partsupp|region|supplier,5,6,5,ok
q74.sql,False,0.2,customer|date_dim|store_sales,customer|nation|orders,date_dim|store_sales,nation|orders,3,3,2,ok
q75.sql,False,0.0,catalog_returns|cs_ext_sales_price|cs_quantity|date_dim|i_brand_id|i_category_id|i_class_id|i_manufact_id|item|store_returns|web_returns,customer|lineitem|nation|orders|part|partsupp|region|supplier,catalog_returns|cs_ext_sales_price|cs_quantity|date_dim|i_brand_id|i_category_id|i_class_id|i_manufact_id|item|store_returns|web_returns,customer|lineitem|nation|orders|part|partsupp|region|supplier,11,8,17,timeout
q76.sql,False,0.0,d_qoy|d_year|date_dim|i_category|item|ss_ext_sales_price,customer|lineitem|nation|orders|part|partsupp|region|supplier,d_qoy|d_year|date_dim|i_category|item|ss_ext_sales_price,customer|lineitem|nation|orders|part|partsupp|region|supplier,6,8,7,timeout
q77.sql,False,0.0,date_dim|sr|store|store_sales|wr,customer|nation|orders|region|supplier,date_dim|sr|store|store_sales|wr,customer|nation|orders|region|supplier,5,5,4,ok
q78.sql,False,0.0,catalog_returns|cs|date_dim|store_returns|web_returns|web_sales|ws,customer|lineitem|nation|orders|part|partsupp|region|supplier,catalog_returns|cs|date_dim|store_returns|web_returns|web_sales|ws,customer|lineitem|nation|orders|part|partsupp|region|supplier,7,8,8,ok
q79.sql,False,0.0,date_dim|household_demographics|ss_customer_sk|store|sum,customer|lineitem|nation|orders|part|partsupp|region|supplier,date_dim|household_demographics|ss_customer_sk|store|sum,customer|lineitem|nation|orders|part|partsupp|region|supplier,5,8,7,ok
q80.sql,False,0.0,catalog_returns|store_returns|store_sales|web_returns,lineitem|nation|orders|supplier,catalog_returns|store_returns|store_sales|web_returns,lineitem|nation|orders|supplier,4,4,3,ok
q81.sql,False,0.0,catalog_returns|customer_address|date_dim,customer|nation|region,catalog_returns|customer_address|date_dim,customer|nation|region,3,3,2,ok
q82.sql,False,0.0,date_dim|inventory|item|store_sales,customer|lineitem|nation|orders,date_dim|inventory|item|store_sales,customer|lineitem|nation|orders,4,4,3,ok
q83.sql,False,0.0,date_dim|item|store_returns,lineitem|part|supplier,date_dim|item|store_returns,lineitem|part|supplier,3,3,2,ok
q84.sql,False,0.091,customer|customer_address|customer_demographics|household_demographics|income_band|store_returns,customer|lineitem|nation|orders|partsupp|supplier,customer_address|customer_demographics|household_demographics|income_band|store_returns,lineitem|nation|orders|partsupp|supplier,6,6,5,error
q85.sql,False,0.0,customer_address|customer_demographics|date_dim|reason|web_page|web_returns|web_sales,customer|lineitem|nation|orders|part|partsupp|region|supplier,customer_address|customer_demographics|date_dim|reason|web_page|web_returns|web_sales,customer|lineitem|nation|orders|part|partsupp|region|supplier,7,8,7,error
q86.sql,False,0.0,date_dim|item|web_sales,customer|nation|region,date_dim|item|web_sales,customer|nation|region,3,3,2,ok
q87.sql,False,0.0,c_first_name|customer|d_date|date_dim,nation|part|partsupp|region|supplier,c_first_name|customer|d_date|date_dim,nation|part|partsupp|region|supplier,4,5,4,ok
q88.sql,False,0.0,household_demographics|store|time_dim,nation|partsupp|region|supplier,household_demographics|store|time_dim,nation|partsupp|region|supplier,3,4,3,ok
q89.sql,False,0.0,avg|d_moy|date_dim|i_brand|i_class|s_company_name|s_store_name|store|store_sales|sum,customer|lineitem|nation|orders|part|partsupp|region|supplier,avg|d_moy|date_dim|i_brand|i_class|s_company_name|s_store_name|store|store_sales|sum,customer|lineitem|nation|orders|part|partsupp|region|supplier,10,8,13,ok
q90.sql,False,0.0,household_demographics|time_dim|web_page,lineitem|nation|region|supplier,household_demographics|time_dim|web_page,lineitem|nation|region|supplier,3,4,3,ok
q91.sql,False,0.077,call_center|catalog_returns|customer|customer_address|customer_demographics|date_dim|household_demographics,customer|lineitem|nation|part|partsupp|region|supplier,call_center|catalog_returns|customer_address|customer_demographics|date_dim|household_demographics,lineitem|nation|part|partsupp|region|supplier,7,7,6,error
q92.sql,False,0.0,date_dim|item|web_sales,customer|nation|region,date_dim|item|web_sales,customer|nation|region,3,3,2,ok
q93.sql,False,0.0,case|ss_customer_sk|ss_ticket_number|store_returns,lineitem|nation|part|partsupp|supplier,case|ss_customer_sk|ss_ticket_number|store_returns,lineitem|nation|part|partsupp|supplier,4,5,4,ok
q94.sql,False,0.0,customer_address|date_dim|web_sales|web_site,customer|lineitem|orders|supplier,customer_address|date_dim|web_sales|web_site,customer|lineitem|orders|supplier,4,4,3,ok
q95.sql,False,0.0,web_sales,customer|orders,web_sales,customer|orders,1,2,1,ok
q96.sql,False,0.0,household_demographics|store|store_sales|time_dim,customer|lineitem|orders|part,household_demographics|store|store_sales|time_dim,customer|lineitem|orders|part,4,4,3,ok
q97.sql,False,0.0,csci|date_dim|store_sales,lineitem|orders|supplier,csci|date_dim|store_sales,lineitem|orders|supplier,3,3,2,ok
q98.sql,False,0.0,date_dim|item|store_sales,lineitem|orders|part,date_dim|item|store_sales,lineitem|orders|part,3,3,2,ok
q99.sql,False,0.0,call_center|catalog_sales|date_dim|ship_mode,customer|lineitem|nation|orders|part|partsupp|region|supplier,call_center|catalog_sales|date_dim|ship_mode,customer|lineitem|nation|orders|part|partsupp|region|supplier,4,8,7,ok
