query_id,query_hash,num_permanent_tables_accessed,target_table_ids,source_num_joins,source_mbytes_scanned,relative_selectivity,gen_status
22c.sql,47f7abc0,11,"2,4,5,7,8,10,11,12,13,14,16",10,375.963,0.1,ok
22d.sql,5d045f2d,11,"1,2,3,4,5,7,8,10,12,14,16",10,375.963,0.1,timeout
23a.sql,cbc5427b,11,"2,4,5,7,8,11,12,13,14,16,17",10,365.463,0.1,timeout
23b.sql,abfb6375,11,"1,2,3,4,5,8,13,15,16,19,20",10,365.463,0.1,timeout
23c.sql,0fb8213b,11,"1,2,4,5,7,8,10,12,13,14,16",10,365.463,0.1,ok
24a.sql,38dd3815,12,"1,2,3,4,5,7,8,10,12,13,14,16",11,670.451,0.1,ok
24b.sql,a3ee014f,12,"1,2,3,4,5,6,7,8,10,14,16,23",11,670.451,0.1,ok
25a.sql,5cf12096,9,"1,2,3,4,5,6,8,13,16",8,616.048,0.1,timeout
25b.sql,95043c0a,9,"1,2,4,6,7,8,10,13,14",8,616.048,0.1,ok
25c.sql,60c64916,9,"1,2,3,4,5,8,10,13,16",8,616.048,0.1,timeout
26a.sql,a30fda69,12,"1,2,3,4,5,8,10,11,13,15,17,20",11,351.278,0.1,ok
26b.sql,98a47a0c,12,"1,2,3,4,5,7,8,9,10,11,13,19",11,351.278,0.1,ok
26c.sql,eab3ecf9,12,"1,2,3,4,5,7,8,9,10,13,14,23",11,351.278,0.1,timeout
27a.sql,f3d05b40,12,"2,3,4,5,7,8,12,13,14,15,16,20",11,365.583,0.1,timeout
27b.sql,a5ebe22e,12,"1,2,4,5,7,8,10,12,13,14,15,16",11,365.583,0.1,ok
27c.sql,ecf1f7f8,12,"1,2,4,5,7,8,10,11,13,14,15,17",11,365.583,0.1,ok
28a.sql,6b0c82eb,14,"2,3,4,5,7,8,10,11,12,13,14,15,16,19",13,376.503,0.1,ok
28b.sql,45b1783a,14,"2,3,4,5,6,7,8,9,12,13,14,16,19,22",13,376.503,0.1,timeout
28c.sql,c5894158,14,"1,2,3,4,5,6,7,8,10,12,13,14,22,23",13,376.503,0.1,timeout
29a.sql,4647a1c9,17,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,17,22,23",16,745.083,0.1,ok
29b.sql,f2359cd6,17,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,17,22,23",16,745.083,0.1,ok
29c.sql,31f73a63,17,"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,22",16,745.083,0.1,ok
2a.sql,c1f6b338,5,"2,3,5,6,8",4,68.208,0.1,ok
2b.sql,25d9d0e0,5,"2,3,5,8,12",4,68.208,0.1,ok
2c.sql,118d1a0a,5,"3,5,8,12,13",4,68.208,0.1,ok
2d.sql,c2bee38d,5,"3,7,8,12,15",4,68.208,0.1,ok
30a.sql,98cadfab,12,"1,2,4,5,7,8,10,11,12,13,14,16",11,616.589,0.1,ok
30b.sql,8e053bce,12,"1,2,3,4,6,7,8,10,13,14,16,23",11,616.589,0.1,ok
30c.sql,8d6ebfc7,12,"1,2,3,4,5,6,7,8,9,12,13,16",11,616.589,0.1,timeout
31a.sql,4a459d2c,11,"1,2,4,5,7,8,10,12,13,14,15",10,639.271,0.1,ok
31b.sql,120d7e5f,11,"1,2,3,4,5,7,8,10,12,13,14",10,639.271,0.1,ok
31c.sql,73850b82,11,"1,2,3,4,5,8,10,11,13,16,23",10,639.271,0.1,timeout
32a.sql,25ecf029,6,"2,3,4,8,15,20",5,45.105,0.1,ok
32b.sql,d36be749,6,"1,2,3,8,13,15",5,45.105,0.1,ok
33a.sql,71b528a3,14,"2,4,5,7,8,9,10,11,12,14,15,16,17,20",13,64.723,0.1,timeout
33b.sql,cd6f2aef,14,"1,2,4,5,7,8,10,12,13,14,15,16,19,20",13,64.723,0.1,ok
33c.sql,2bbe5ff0,14,"1,2,3,4,5,7,8,11,12,13,15,16,17,20",13,64.723,0.1,timeout
3a.sql,53a187ee,4,"2,4,8,12",3,341.699,0.1,ok
3b.sql,ba7e1e3e,4,"2,3,8,12",3,341.699,0.1,ok
3c.sql,68f73162,4,"2,7,11,13",3,341.699,0.1,ok
4a.sql,c9a8c546,5,"3,4,7,8,14",4,56.026,0.1,ok
4b.sql,8b4a888b,5,"3,4,6,8,13",4,56.026,0.1,ok
4c.sql,275040ba,5,"3,6,8,13,15",4,56.026,0.1,ok
5a.sql,cbd5b113,5,"2,3,7,8,13",4,347.928,0.1,ok
5b.sql,2766dfdb,5,"2,4,5,8,16",4,347.928,0.1,ok
5c.sql,19ef2d90,5,"2,7,8,9,16",4,347.928,0.1,ok
6a.sql,06803323,5,"1,3,5,8,13",4,308.293,0.1,ok
6b.sql,7767278c,5,"1,3,4,8,13",4,308.293,0.1,ok
6c.sql,d22a870f,5,"1,8,11,13,23",4,308.293,0.1,ok
6d.sql,8063c838,5,"1,4,7,10,23",4,308.293,0.1,ok
6e.sql,e1964086,5,"1,7,10,14,23",4,308.293,0.1,ok
6f.sql,4fb4f611,5,"1,4,5,13,19",4,308.293,0.1,ok
7a.sql,27ceb8cf,8,"1,4,6,8,10,13,15,20",7,378.676,0.1,timeout
7b.sql,257b3d93,8,"1,2,4,6,8,10,15,23",7,378.676,0.1,timeout
7c.sql,35f55f5d,8,"1,4,7,8,10,13,14,16",7,378.676,0.1,timeout
8a.sql,0f1c3708,7,"1,4,6,10,13,22,23",6,327.687,0.1,ok
8b.sql,c49a8395,7,"1,4,7,8,10,13,23",6,327.687,0.1,ok
8c.sql,1fa01b09,7,"1,6,7,8,10,12,23",6,327.687,0.1,ok
8d.sql,7de9b2f8,7,"1,4,7,10,11,12,13",6,327.687,0.1,timeout
9a.sql,eaa64b6f,8,"1,2,4,5,8,10,12,15",7,359.091,0.1,ok
9b.sql,3a6792fd,8,"1,4,5,7,8,10,12,14",7,359.091,0.1,ok
9c.sql,40c3ee54,8,"1,4,5,8,10,12,13,16",7,359.091,0.1,timeout
9d.sql,c0b9c7ce,8,"1,5,7,8,10,12,13,23",7,359.091,0.1,ok
fkindexes.sql,1ece878a,1,1,0,0.0,0.1,ok
schema.sql,1ece878a,1,1,0,0.0,0.1,ok
