query_id,query_hash,num_permanent_tables_accessed,target_table_ids,source_num_joins,source_mbytes_scanned,relative_selectivity,gen_status
q37.sql,0cada3d4,4,"1,4,10,18",3,57.328,0.1,ok
q38.sql,7d190a24,5,"7,8,12,19,21",4,3.077,0.1,ok
q39.sql,617fb161,9,"1,2,4,6,8,10,13,16,20",8,1.951,0.1,ok
q40.sql,4dd6a5f2,2,"1,4",1,21.478,0.1,ok
q41.sql,b20227db,1,13,0,0.45,0.1,ok
q42.sql,bcb0c9d7,3,"2,8,13",2,39.356,0.1,ok
q43.sql,37b420d5,3,"2,8,19",2,38.907,0.1,ok
q44.sql,34b317ab,2,"1,5",1,0.008,0.1,ok
q45.sql,0cc323f3,5,"1,5,8,13,20",4,14.332,0.1,ok
q46.sql,575b9c85,9,"2,4,6,7,8,10,12,16,21",8,2.264,0.1,ok
q47.sql,7badb473,4,"2,8,9,16",3,39.357,0.1,ok
q48.sql,1688ffdb,5,"2,6,8,9,16",4,51.182,0.1,ok
q49.sql,63949d9a,11,"1,2,4,6,7,8,9,11,12,16,18",10,4.562,0.1,ok
q50.sql,c2474c06,5,"2,4,6,10,16",4,41.494,0.1,ok
q51.sql,9997ed31,3,"1,5,18",2,11.54,0.1,ok
q52.sql,98ba226e,3,"2,9,16",2,39.356,0.1,ok
q53.sql,6248ee49,6,"2,4,6,8,9,16",5,38.923,0.1,ok
q54.sql,c34694c5,8,"2,3,8,9,13,14,16,20",7,3.543,0.1,ok
q55.sql,33e53e55,3,"2,9,16",2,39.356,0.1,ok
q56.sql,09cba970,4,"2,6,8,16",3,40.106,0.1,ok
q57.sql,313fdb1f,4,"1,4,6,10",3,22.101,0.1,ok
q58.sql,093b0611,3,"2,6,16",2,39.356,0.1,ok
q59.sql,c9a2cab1,2,"2,8",1,38.906,0.1,ok
q60.sql,2bc9a2e0,4,"2,8,9,16",3,40.106,0.1,ok
q61.sql,f6ef2b67,7,"3,7,8,11,13,14,19",6,4.27,0.1,ok
q62.sql,fd091e1a,8,"1,4,5,8,10,11,18,19",7,11.533,0.1,ok
q63.sql,eee4c869,6,"2,4,6,8,9,16",5,38.923,0.1,ok
q64.sql,5b7fe55c,2,"4,10",1,21.478,0.1,ok
q65.sql,d7a65abf,7,"1,4,5,6,9,10,16",6,1.935,0.1,ok
q66.sql,63d08255,21,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",36,2.044,0.1,ok
q67.sql,00bcd5ff,10,"1,4,5,6,7,8,10,12,16,18",9,0.072,0.1,ok
q68.sql,7b7a447f,10,"1,4,5,6,8,10,15,16,17,18",9,2.264,0.1,ok
q69.sql,91750231,3,"1,3,8",2,13.875,0.1,ok
q70.sql,6c522525,3,"2,8,9",2,38.907,0.1,ok
q71.sql,0fb48ba7,6,"1,4,6,10,16,18",5,1.935,0.1,ok
q72.sql,62c8def0,11,"1,3,4,5,7,8,12,15,17,18,21",10,70.187,0.1,ok
q73.sql,29bd6108,6,"1,4,6,10,16,18",5,1.506,0.1,ok
q74.sql,4803781a,3,"2,8,16",2,40.506,0.1,ok
q75.sql,23792dea,18,"1,2,3,4,5,6,7,8,9,10,11,13,15,16,17,18,19,20",17,6.489,0.1,ok
q76.sql,bd5516dd,8,"1,4,5,6,8,10,13,18",7,1.943,0.1,ok
q77.sql,f5fa6141,5,"1,2,8,15,17",4,38.923,0.1,ok
q78.sql,545843b0,9,"1,4,5,6,8,9,10,11,16",8,16.078,0.1,ok
q79.sql,26a154fd,8,"4,6,8,9,10,15,16,17",7,1.506,0.1,ok
q80.sql,3952a30a,4,"2,8,11,19",3,41.975,0.1,ok
q81.sql,0aa8cac0,3,"7,8,9",2,3.508,0.1,ok
q82.sql,4c41ba08,4,"1,4,10,18",3,74.591,0.1,ok
q83.sql,1d393e87,3,"4,6,10",2,4.499,0.1,ok
q84.sql,0356d69e,6,"3,7,8,15,17,21",5,16.491,0.1,ok
q85.sql,656031bd,8,"3,7,8,9,11,14,16,19",7,24.454,0.1,ok
q86.sql,a2079aec,3,"1,4,5",2,11.982,0.1,ok
q87.sql,4f94d2e5,5,"2,6,8,9,16",4,3.077,0.1,ok
q88.sql,9449bcd7,4,"2,8,9,16",3,0.548,0.1,ok
q89.sql,98dc9285,14,"1,2,4,5,6,7,8,9,10,11,15,16,18,19",13,38.963,0.1,ok
q90.sql,4cdfa7f7,4,"4,6,9,16",3,0.548,0.1,ok
q91.sql,53752b09,7,"3,7,8,12,15,17,21",6,16.669,0.1,ok
q92.sql,10afe9af,3,"1,5,8",2,11.982,0.1,ok
q93.sql,4728b92e,5,"4,6,9,10,16",4,2.612,0.1,ok
q94.sql,9c0a0724,4,"1,4,5,10",3,12.283,0.1,ok
q95.sql,c3bd51fc,2,"1,5",1,10.071,0.1,ok
q96.sql,8fab9b88,4,"2,7,8,21",3,37.993,0.1,ok
q97.sql,82bfd5c2,3,"1,2,8",2,38.914,0.1,ok
q98.sql,9f7be45d,3,"2,8,15",2,39.356,0.1,ok
q99.sql,72f0ca54,8,"1,3,4,5,6,8,9,16",7,21.651,0.1,ok
