query_id,query_hash,num_permanent_tables_accessed,target_table_ids,source_num_joins,source_mbytes_scanned,relative_selectivity,gen_status
3c.sql,be8555ef,4,"2,5,7,8",3,341.699,0.1,ok
4a.sql,b14d81ed,5,"1,2,3,6,7",4,56.026,0.1,error
4b.sql,85c69b9e,5,"1,3,4,6,7",4,56.026,0.1,error
4c.sql,b15530b8,5,"1,3,4,6,7",4,56.026,0.1,error
5a.sql,ad120b1f,5,"1,2,5,6,7",4,347.928,0.1,ok
5b.sql,a384157a,5,"1,2,5,6,7",4,347.928,0.1,ok
5c.sql,59e17c87,5,"1,2,6,7,8",4,347.928,0.1,ok
6a.sql,37470fbc,5,"1,2,3,4,5",4,308.293,0.1,ok
6b.sql,316cad2f,5,"1,2,3,4,6",4,308.293,0.1,ok
6c.sql,6c162ee7,5,"1,3,4,6,7",4,308.293,0.1,ok
6d.sql,ec0816ee,5,"1,3,4,6,7",4,308.293,0.1,ok
6e.sql,eafc23aa,5,"1,2,3,4,6",4,308.293,0.1,ok
6f.sql,a443c03a,5,"1,3,4,6,7",4,308.293,0.1,ok
7a.sql,2cb82ff0,8,"1,2,3,4,5,6,7,8",7,378.676,0.1,ok
7b.sql,e82c925b,8,"1,2,3,4,5,6,7,8",7,378.676,0.1,ok
7c.sql,c9760149,8,"1,2,3,4,5,6,7,8",7,378.676,0.1,ok
8a.sql,aded1aed,7,"1,2,3,4,6,7,8",6,327.687,0.1,ok
8b.sql,5152b6fb,7,"1,2,3,4,6,7,8",6,327.687,0.1,ok
8c.sql,edd0cb7c,7,"1,3,4,5,6,7,8",6,327.687,0.1,ok
8d.sql,d7244ebc,7,"1,2,3,4,5,6,7",6,327.687,0.1,ok
9a.sql,da3e73f0,8,"1,2,3,4,5,6,7,8",7,359.091,0.1,ok
9b.sql,04dfe104,8,"1,2,3,4,5,6,7,8",7,359.091,0.1,ok
9c.sql,262e20e8,8,"1,2,3,4,5,6,7,8",7,359.091,0.1,ok
9d.sql,6b97f64a,8,"1,2,3,4,5,6,7,8",7,359.091,0.1,ok
fkindexes.sql,e310394a,1,1,0,0.0,0.1,ok
schema.sql,1ce7a87d,1,1,0,0.0,0.1,ok
