query_id,query_hash,num_permanent_tables_accessed,target_table_ids,source_num_joins,source_mbytes_scanned,relative_selectivity,gen_status
6d.sql,3e8ec418,5,"1,3,7,8,14",4,308.293,0.1,ok
6e.sql,180272b1,5,"1,3,4,8,14",4,308.293,0.1,ok
6f.sql,410cf058,5,"1,8,13,15,17",4,308.293,0.1,ok
7a.sql,90230c9f,8,"1,3,8,11,15,17,18,19",7,378.676,0.1,ok
7b.sql,ffc2bf47,8,"1,3,4,5,8,14,15,18",7,378.676,0.1,ok
7c.sql,51747e3a,8,"1,4,5,8,11,15,17,19",7,378.676,0.1,ok
8a.sql,089c8089,7,"1,5,7,8,9,12,18",6,327.687,0.1,ok
8b.sql,20ea2c49,7,"1,2,4,6,10,16,18",6,327.687,0.1,ok
8c.sql,739431b6,7,"1,4,5,6,8,10,18",6,327.687,0.1,timeout
8d.sql,52fc4c1e,7,"1,4,7,8,10,12,18",6,327.687,0.1,ok
9a.sql,596a15b3,8,"1,4,6,7,8,9,12,16",7,359.091,0.1,ok
9b.sql,0c7c3f11,8,"1,4,6,7,8,11,12,18",7,359.091,0.1,timeout
9c.sql,11d4d313,8,"1,4,6,8,9,10,11,16",7,359.091,0.1,ok
9d.sql,edbaf28f,8,"1,4,5,6,8,9,10,16",7,359.091,0.1,timeout
fkindexes.sql,0d71e655,1,1,0,0.0,0.1,ok
schema.sql,01193d6b,1,1,0,0.0,0.1,ok
