query_id,query_hash,num_permanent_tables_accessed,target_table_ids,source_num_joins,source_mbytes_scanned,relative_selectivity,gen_status
q56.sql,dc0d5011,4,"2,7,10,12",3,40.106,0.1,ok
q57.sql,0c85aea8,4,"1,4,6,13",3,22.101,0.1,ok
q58.sql,da67f1ce,3,"2,5,13",2,39.356,0.1,ok
q59.sql,7f716fe2,2,"2,9",1,38.906,0.1,ok
q60.sql,ded78f9e,4,"1,2,10,23",3,40.106,0.1,ok
q61.sql,024e1949,7,"4,5,6,8,10,12,19",6,4.27,0.1,ok
q62.sql,e1d17647,8,"4,5,6,8,10,11,17,19",7,11.533,0.1,ok
q63.sql,4ff68f66,6,"1,2,6,10,13,23",5,38.923,0.1,ok
q64.sql,e2939ad0,2,"4,13",1,21.478,0.1,ok
q65.sql,a4aa3ed6,7,"2,5,6,8,10,13,22",6,1.935,0.1,ok
q66.sql,8d6d7941,21,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,22,23",36,2.044,0.1,timeout
q67.sql,3e70b79e,10,"1,2,4,6,7,10,13,14,15,23",9,0.072,0.1,timeout
q68.sql,41313368,10,"2,5,6,8,10,11,12,13,15,22",9,2.264,0.1,ok
q69.sql,7d3ee1d5,3,"3,8,12",2,13.875,0.1,ok
q70.sql,ded2a356,3,"2,5,8",2,38.907,0.1,ok
q71.sql,0682cdab,6,"4,6,7,8,10,13",5,1.935,0.1,ok
q72.sql,ff8a42d3,11,"1,3,4,5,7,8,10,13,14,16,23",10,70.187,0.1,ok
q73.sql,c44e5ad0,6,"2,6,8,10,15,22",5,1.506,0.1,ok
q74.sql,413b94b4,3,"2,8,12",2,40.506,0.1,ok
q75.sql,31fec212,18,"1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,20,22",17,6.489,0.1,timeout
q76.sql,ee27e348,8,"2,4,5,6,10,12,13,22",7,1.943,0.1,ok
q77.sql,f3441d04,5,"2,8,10,11,12",4,38.923,0.1,ok
q78.sql,2a60482d,9,"1,2,3,4,5,6,10,13,22",8,16.078,0.1,ok
q79.sql,35aef0f5,8,"2,5,6,8,10,15,20,22",7,1.506,0.1,ok
q80.sql,9a46c4eb,4,"2,8,15,20",3,41.975,0.1,ok
q81.sql,b4677a6e,3,"4,7,10",2,3.508,0.1,ok
q82.sql,0425c282,4,"1,2,10,13",3,74.591,0.1,ok
q83.sql,ba37c72f,3,"3,6,8",2,4.499,0.1,ok
q84.sql,c3d887e5,6,"3,5,6,8,12,15",5,16.491,0.1,ok
q85.sql,5f405a7d,8,"2,3,4,5,11,12,13,17",7,24.454,0.1,ok
q86.sql,98e0cb83,3,"5,6,8",2,11.982,0.1,ok
q87.sql,b57be6b5,5,"1,2,3,8,10",4,3.077,0.1,ok
q88.sql,e4a69834,4,"2,5,9,15",3,0.548,0.1,ok
q89.sql,3b008fc9,14,"2,3,4,5,6,8,10,11,12,13,15,17,20,22",13,38.963,0.1,ok
q90.sql,40f8b931,4,"2,9,15,20",3,0.548,0.1,ok
q91.sql,f4da154b,7,"3,5,7,8,10,12,13",6,16.669,0.1,ok
q92.sql,206b4027,3,"5,13,17",2,11.982,0.1,ok
q93.sql,fca3f4d5,5,"4,5,6,13,15",4,2.612,0.1,ok
q94.sql,af707ab5,4,"4,5,10,14",3,12.283,0.1,ok
q95.sql,fd833f8f,2,"5,10",1,10.071,0.1,ok
q96.sql,cd014775,4,"2,6,9,22",3,37.993,0.1,timeout
q97.sql,b4186e76,3,"2,8,15",2,38.914,0.1,ok
q98.sql,cc07a5e8,3,"2,10,11",2,39.356,0.1,ok
q99.sql,1484fda4,8,"4,5,6,7,8,10,12,13",7,21.651,0.1,ok
